Age,Salary,Loan Amount,Years at Job,Debt to Income Ratio,Credit Score,Marital Status,Employment Type,Education Level,Home Ownership,Past Loan Defaults,Loan Purpose,Number of Dependents,Phone Number,Email Address,Credit Approval
54,42150.11496790862,12279.389510844932,0,0.31008453834275507,570,Single,Unemployed,Master's,Own,2,Car,1,+1-142-555-1973,john.doe@testmail.com,0
40,73537.94477391714,40382.418054069254,7,0.7317247365642129,802,Married,Unemployed,High School,Rent,4,Business,3,+1-519-741-7529,john.doe@testmail.com,1
27,54292.010015297536,30856.432204299497,22,0.6406355928025865,824,Divorced,Self-employed,Master's,Own,2,Home,4,+1-430-948-4562,john.doe@testmail.com,0
22,78585.85010173741,30495.891297713835,39,0.41594390458185504,331,Divorced,Salaried,High School,Mortgage,3,Business,1,+1-806-100-4759,john.doe@example.com,0
53,44581.249010242616,22596.92433761785,11,0.7590689392583757,692,Married,Salaried,Bachelor's,Own,2,Car,0,+1-794-260-6236,john.doe@testmail.com,1
51,105737.66942790391,27551.884963190438,11,0.6096310116569019,339,Divorced,Unemployed,PhD,Rent,4,Car,0,+1-733-282-8263,john.doe@example.com,1
69,106176.70643831015,22873.044984314496,14,0.8960407996572191,517,Single,Unemployed,High School,Own,0,Business,4,+1-217-860-3076,john.doe@example.com,1
48,115971.2681451131,29287.96784419743,18,0.818026749138693,381,Divorced,Self-employed,PhD,Mortgage,4,Home,4,+1-997-966-2093,john.doe@example.com,1
27,43920.49267949126,33257.752374768614,25,0.25281360608920056,500,Single,Salaried,High School,Own,0,Car,3,+1-359-154-8083,john.doe@demo.org,0
36,86099.92958144916,35343.671288407175,28,0.2714385776342002,746,Divorced,Self-employed,Master's,Own,1,Car,2,+1-523-827-4606,john.doe@testmail.com,0
49,72681.35778303327,28961.653665174177,21,0.12535647579238562,727,Single,Self-employed,High School,Mortgage,4,Home,0,+1-996-195-6378,john.doe@demo.org,0
18,60994.53588398099,37463.993029792924,39,0.3369647257174565,337,Single,Salaried,High School,Rent,4,Car,4,+1-949-684-6218,john.doe@demo.org,1
22,61638.6145020797,11357.512217397762,20,0.9995439187190943,510,Married,Self-employed,Master's,Rent,3,Home,0,+1-530-892-3864,john.doe@testmail.com,0
62,67151.41955460771,14539.212090600733,37,0.405751168615061,743,Single,Self-employed,Master's,Own,2,Home,4,+1-128-431-8878,john.doe@demo.org,1
21,93443.29947200578,41843.07518334215,19,0.2204884346891064,626,Single,Self-employed,PhD,Mortgage,0,Business,1,+1-280-184-9903,john.doe@testmail.com,1
33,83845.74524413393,19513.759003088686,28,0.762482884475553,526,Divorced,Salaried,Bachelor's,Own,0,Business,0,+1-956-975-3830,john.doe@testmail.com,0
41,71371.33614850181,6030.222123925411,3,0.5424710034626561,347,Divorced,Unemployed,High School,Rent,3,Home,1,+1-281-159-2425,john.doe@example.com,1
33,36834.00693326599,11920.601735061398,6,0.14960144952695253,317,Married,Self-employed,PhD,Rent,3,Car,0,+1-812-570-3781,john.doe@example.com,0
19,36998.88096710614,15062.649552334005,27,0.38068968116086577,738,Divorced,Salaried,Bachelor's,Mortgage,2,Business,2,+1-634-979-8499,john.doe@testmail.com,1
66,30210.545156320044,48079.529955256425,27,0.4144697155393433,486,Single,Salaried,High School,Own,2,Home,3,+1-109-473-5954,john.doe@example.com,0
45,117092.94493863778,30786.864301888218,3,0.7538297005692186,644,Divorced,Unemployed,Bachelor's,Own,4,Car,1,+1-937-893-2282,john.doe@example.com,1
49,30472.843670254642,46972.883321431465,21,0.020671368891904462,523,Divorced,Self-employed,High School,Rent,1,Business,4,+1-618-684-3805,john.doe@example.com,0
44,39278.43714123704,30882.350772348123,11,0.2690196467983105,787,Single,Unemployed,Master's,Own,2,Home,2,+1-350-857-7083,john.doe@example.com,0
37,58313.690112846976,26570.94980620333,2,0.517596301315522,528,Married,Self-employed,Bachelor's,Rent,3,Education,0,+1-170-761-5865,john.doe@testmail.com,1
41,102668.72266350851,19117.746103734324,21,0.26884674245284335,689,Single,Self-employed,Master's,Rent,2,Home,1,+1-753-571-5253,john.doe@demo.org,1
29,116588.89071877059,32286.6924995019,1,0.6284340474189989,487,Single,Self-employed,Bachelor's,Own,0,Car,0,+1-700-983-4933,john.doe@testmail.com,0
67,101101.22029126705,11263.911107788843,23,0.4818674792746166,569,Married,Unemployed,High School,Own,1,Car,0,+1-267-123-1386,john.doe@testmail.com,1
52,92150.42092010766,45421.77322817177,33,0.36171025485958064,609,Single,Salaried,Bachelor's,Mortgage,4,Car,0,+1-317-652-3986,john.doe@example.com,1
50,76917.06006722125,42319.95823135776,26,0.9492086268705122,431,Married,Unemployed,Master's,Mortgage,0,Business,3,+1-534-955-7249,john.doe@demo.org,1
50,37803.469067596525,19288.915154453167,0,0.6321594991864574,371,Married,Unemployed,PhD,Mortgage,0,Car,3,+1-758-774-8379,john.doe@example.com,0
68,116235.37137035374,47875.88874205825,7,0.12994137226794122,486,Single,Self-employed,High School,Mortgage,1,Home,4,+1-283-311-8812,john.doe@testmail.com,0
60,98255.31725511134,42134.034533700564,22,0.5600916974433955,785,Divorced,Unemployed,High School,Own,4,Education,1,+1-771-738-5274,john.doe@testmail.com,1
54,87505.44468008357,34983.80986257679,37,0.780731853200901,490,Single,Self-employed,High School,Rent,3,Education,2,+1-564-693-8953,john.doe@testmail.com,1
29,98313.22609849648,10479.286000637367,5,0.7084896974927973,721,Single,Salaried,PhD,Mortgage,4,Home,2,+1-152-994-9001,john.doe@demo.org,0
20,95169.29963458248,26520.53103716325,21,0.17208922929525938,419,Married,Unemployed,PhD,Own,2,Business,2,+1-893-650-7485,john.doe@example.com,1
18,87350.84218105383,27774.839968103788,24,0.9724199990401033,519,Married,Salaried,Bachelor's,Own,0,Car,0,+1-375-375-7374,john.doe@demo.org,0
50,118251.91201619894,15464.811126442104,17,0.448813645746606,352,Married,Unemployed,High School,Mortgage,2,Home,3,+1-873-841-9730,john.doe@example.com,1
57,111302.74313724224,8598.442746168588,16,0.1590250037402613,750,Divorced,Salaried,High School,Mortgage,3,Home,1,+1-902-205-7333,john.doe@demo.org,1
27,88199.84272054471,39952.56337122617,11,0.18019575412814792,711,Divorced,Unemployed,Bachelor's,Rent,2,Home,0,+1-360-217-2310,john.doe@demo.org,1
60,92385.76903112323,10491.577345597776,5,0.0982349921890805,536,Married,Unemployed,PhD,Mortgage,4,Education,3,+1-318-302-1584,john.doe@testmail.com,0
61,34643.6225992839,31743.08377527986,25,0.8035181084349343,705,Divorced,Self-employed,High School,Own,2,Business,3,+1-967-256-8988,john.doe@example.com,0
46,90292.57180950353,47140.21282476473,26,0.12203049432184865,721,Married,Self-employed,Bachelor's,Rent,3,Business,1,+1-722-786-3956,john.doe@demo.org,0
30,33974.88939390902,44424.73366691192,7,0.12512525714174694,546,Single,Self-employed,Bachelor's,Own,3,Home,1,+1-870-204-3433,john.doe@testmail.com,0
29,82943.7381272938,17498.86806871675,18,0.8504716147608377,371,Married,Unemployed,High School,Rent,3,Car,1,+1-115-907-5966,john.doe@demo.org,1
48,119941.81496092514,43315.18868980694,0,0.34460408444755963,484,Divorced,Unemployed,High School,Own,4,Car,0,+1-923-774-1308,john.doe@demo.org,1
63,80022.59232934617,5014.962775422024,28,0.030857904308072448,305,Single,Salaried,PhD,Mortgage,3,Home,4,+1-888-541-9977,john.doe@demo.org,0
19,72588.91062732,5795.951432596575,34,0.051895299518410876,505,Single,Self-employed,Bachelor's,Rent,0,Education,1,+1-716-103-6359,john.doe@example.com,1
68,58156.93708550288,32114.892372928924,39,0.14217044670389556,843,Married,Unemployed,High School,Mortgage,3,Car,4,+1-332-232-8279,john.doe@example.com,1
67,40847.0320907818,21415.919861503826,13,0.21339334797568954,686,Divorced,Self-employed,Master's,Mortgage,2,Education,0,+1-939-187-2711,john.doe@demo.org,0
52,95792.13043124534,22390.737852161623,34,0.6651461942384054,375,Single,Self-employed,Bachelor's,Rent,2,Business,4,+1-630-421-2159,john.doe@example.com,1
40,47333.912500706734,30399.849080549713,19,0.15732628000182824,476,Married,Salaried,High School,Mortgage,2,Car,2,+1-240-376-3816,john.doe@example.com,1
34,40375.381912255594,13630.210501633726,12,0.11887439117707199,648,Married,Self-employed,High School,Mortgage,4,Home,4,+1-839-641-4858,john.doe@example.com,0
43,67958.63937574613,14528.990779946525,37,0.7647191414762792,554,Single,Unemployed,Bachelor's,Mortgage,2,Education,1,+1-443-380-2055,john.doe@testmail.com,1
25,101580.76541631877,26807.07141584891,7,0.6710552838599144,607,Married,Self-employed,High School,Own,4,Business,0,+1-781-369-6326,john.doe@demo.org,1
46,97055.80933081983,38941.40949547384,19,0.4353242214552362,644,Single,Self-employed,PhD,Mortgage,4,Car,1,+1-787-638-9681,john.doe@testmail.com,1
43,34939.43531818275,32877.398813341446,32,0.549309771480104,426,Single,Salaried,Master's,Own,3,Home,2,+1-716-589-7429,john.doe@example.com,0
27,70962.93165325405,18380.977170657752,25,0.3119840203264185,586,Divorced,Salaried,Bachelor's,Rent,0,Home,1,+1-534-592-6952,john.doe@testmail.com,0
43,77019.1118464052,24365.172987901453,38,0.48250042023536066,786,Married,Self-employed,Bachelor's,Rent,3,Education,1,+1-741-965-9859,john.doe@demo.org,1
51,88009.198556324,12679.914134749928,20,0.5066726489827458,682,Single,Unemployed,High School,Mortgage,3,Home,1,+1-100-399-6941,john.doe@demo.org,1
68,88515.06153989054,8358.341645168677,8,0.3872372711780959,705,Single,Salaried,Master's,Rent,4,Car,3,+1-447-101-7805,john.doe@example.com,1
58,62822.752451157525,40221.32183348671,23,0.9065722106721628,687,Divorced,Salaried,Master's,Own,4,Home,2,+1-903-277-3933,john.doe@demo.org,0
24,80460.94746031627,16942.433413468756,36,0.016061864981006146,824,Divorced,Salaried,Master's,Rent,2,Home,1,+1-322-820-1362,john.doe@demo.org,0
21,73295.56954596778,12999.48745330617,16,0.7821712630912462,575,Divorced,Salaried,PhD,Mortgage,2,Car,1,+1-475-553-7830,john.doe@testmail.com,0
67,109649.85208709529,36122.81250061937,23,0.12438283124132432,799,Single,Self-employed,Master's,Rent,3,Business,1,+1-743-616-6053,john.doe@example.com,1
62,77723.86193714102,32812.325342923374,20,0.7975473605371994,636,Married,Unemployed,High School,Rent,1,Business,0,+1-685-855-3385,john.doe@example.com,1
28,69692.89455733454,33493.53317060588,38,0.6159119156767212,780,Divorced,Self-employed,Master's,Rent,1,Home,3,+1-515-390-7789,john.doe@demo.org,1
46,66403.69047136657,15300.257218097613,38,0.8432780909364024,572,Single,Salaried,Bachelor's,Mortgage,2,Education,0,+1-349-779-7518,john.doe@testmail.com,1
53,81518.4983490119,15469.049235320645,12,0.09751432564089746,357,Divorced,Self-employed,PhD,Rent,1,Education,3,+1-676-465-6536,john.doe@example.com,1
42,102357.92814608078,14936.118340353762,10,0.558980634099774,627,Divorced,Self-employed,High School,Mortgage,2,Home,1,+1-319-296-5644,john.doe@example.com,0
38,78456.13413427088,12818.866804803252,18,0.5010878802621971,408,Married,Unemployed,PhD,Rent,4,Home,2,+1-912-628-8886,john.doe@demo.org,1
53,89548.96575724873,34507.565265274534,10,0.7061931829633586,578,Married,Self-employed,PhD,Own,3,Car,4,+1-951-192-3664,john.doe@demo.org,1
27,96407.01902158724,43160.714836223066,12,0.5342905518936758,627,Divorced,Salaried,PhD,Mortgage,0,Business,4,+1-538-918-4895,john.doe@demo.org,1
54,76815.12988908586,37594.28613544976,0,0.5407345671331042,614,Married,Unemployed,Master's,Rent,3,Education,1,+1-409-994-7723,john.doe@demo.org,0
26,68413.53509893779,40644.213519224446,39,0.4295959435760647,773,Divorced,Salaried,High School,Own,2,Home,0,+1-829-633-5323,john.doe@example.com,1
41,108899.88400762045,23215.92930883399,18,0.30883442400734085,410,Married,Self-employed,High School,Own,2,Car,2,+1-432-456-9707,john.doe@testmail.com,0
52,67575.5475625103,34433.410791739916,11,0.4822643612521922,528,Divorced,Salaried,Bachelor's,Mortgage,3,Business,3,+1-248-920-5546,john.doe@demo.org,0
66,71574.85655180289,20940.630820014856,7,0.11849235876840059,796,Married,Self-employed,Master's,Own,2,Car,1,+1-980-543-8046,john.doe@testmail.com,0
52,119130.71820075993,28647.7079885888,7,0.9615133389830848,455,Married,Salaried,High School,Own,1,Education,2,+1-889-751-2577,john.doe@demo.org,0
65,30021.377121829613,26673.568094068803,11,0.7144107636265983,772,Single,Unemployed,Master's,Mortgage,1,Home,2,+1-705-705-2015,john.doe@demo.org,0
53,46692.56186190502,12959.921531473447,32,0.9524671166878468,571,Divorced,Self-employed,High School,Rent,2,Education,3,+1-623-100-1131,john.doe@demo.org,1
35,64556.75009277531,22418.544215103386,25,0.22672738232996326,301,Divorced,Self-employed,Master's,Rent,2,Education,2,+1-155-901-1503,john.doe@testmail.com,1
66,113933.09184827276,48372.00239670579,38,0.879341020176528,810,Divorced,Salaried,Bachelor's,Mortgage,1,Business,0,+1-744-616-1808,john.doe@demo.org,0
56,36302.67351727239,16186.111597172394,27,0.8087899845635385,585,Divorced,Unemployed,Master's,Mortgage,2,Home,0,+1-762-696-2825,john.doe@example.com,0
49,30853.689026564825,11021.168132576993,4,0.6771524124576737,312,Single,Unemployed,Master's,Own,2,Education,0,+1-890-870-3261,john.doe@example.com,0
41,34741.54523795057,23836.127973077088,7,0.6250291860852057,797,Single,Unemployed,PhD,Rent,3,Business,2,+1-290-330-4222,john.doe@demo.org,1
40,37968.90695522563,40565.19811370666,24,0.31654966526787,537,Married,Self-employed,PhD,Mortgage,0,Education,0,+1-459-607-6857,john.doe@testmail.com,1
49,33383.70958856348,31196.670340098754,26,0.8164107849650307,393,Single,Salaried,PhD,Own,1,Home,3,+1-153-703-7185,john.doe@testmail.com,0
54,73180.31941708543,35643.867225721006,22,0.5015154614797338,637,Single,Unemployed,High School,Rent,3,Education,2,+1-564-863-2102,john.doe@testmail.com,1
29,82268.1486504595,13536.268167860473,29,0.07089157589128536,470,Married,Unemployed,Master's,Mortgage,0,Business,4,+1-606-889-5503,john.doe@example.com,1
66,54451.82739621037,32852.66868534747,22,0.31286316085513,766,Married,Self-employed,High School,Mortgage,2,Business,2,+1-417-905-8206,john.doe@demo.org,0
30,65845.8645578072,19557.51777101632,19,0.9352970985453276,442,Married,Salaried,Master's,Rent,2,Home,3,+1-431-844-7960,john.doe@testmail.com,0
40,38252.94016002871,42543.65146796454,17,0.8506802606048463,500,Divorced,Self-employed,Master's,Mortgage,3,Car,4,+1-790-484-6005,john.doe@testmail.com,1
42,60273.34174455798,33318.446270483124,17,0.9819056980765392,479,Divorced,Self-employed,Bachelor's,Own,2,Business,2,+1-835-563-5147,john.doe@testmail.com,1
52,77026.72724710708,13948.532499888315,1,0.6279933826040981,663,Divorced,Salaried,PhD,Mortgage,4,Business,0,+1-896-652-7452,john.doe@demo.org,1
58,95904.46264661806,7907.750592983877,3,0.24751007314041196,778,Single,Unemployed,Bachelor's,Mortgage,3,Business,1,+1-304-405-4724,john.doe@demo.org,0
47,30301.17258386813,6918.494417916473,29,0.16281504967686378,770,Married,Salaried,PhD,Rent,0,Car,1,+1-503-300-7724,john.doe@demo.org,0
34,72057.96898838873,21713.385544256333,32,0.18691444060846163,683,Married,Unemployed,Bachelor's,Mortgage,3,Education,0,+1-311-758-7966,john.doe@demo.org,0
66,56730.2588809394,16963.30114944411,35,0.019795658347254386,716,Divorced,Self-employed,Bachelor's,Rent,1,Home,1,+1-245-881-9105,john.doe@example.com,1
37,106753.96395227112,34074.05555581286,17,0.3906821109859392,607,Single,Self-employed,PhD,Mortgage,3,Home,1,+1-313-375-4903,john.doe@testmail.com,1
65,94399.79837108176,27470.022574037823,36,0.1914276804995425,666,Single,Self-employed,PhD,Rent,2,Education,0,+1-296-633-5711,john.doe@demo.org,0
42,83019.76810238053,16970.867510242133,18,0.4116554604567024,300,Single,Self-employed,PhD,Mortgage,2,Car,0,+1-865-728-2841,john.doe@demo.org,1
39,54953.90811270962,11715.700007757925,27,0.9349944318387654,343,Single,Unemployed,High School,Mortgage,4,Business,2,+1-306-872-9336,john.doe@testmail.com,0
30,111930.51918517808,10723.98932093523,39,0.43054020950718996,397,Divorced,Self-employed,High School,Mortgage,4,Business,2,+1-817-506-2536,john.doe@testmail.com,1
36,34059.06094982909,43909.71764631879,19,0.8779844969848348,564,Single,Unemployed,Bachelor's,Own,4,Education,0,+1-711-748-9055,john.doe@demo.org,0
66,39852.083881120365,15956.508578219025,32,0.6055047666158765,439,Single,Salaried,Master's,Own,0,Home,3,+1-341-448-9800,john.doe@example.com,1
53,65246.71264863204,34326.97915599358,11,0.24713155466139192,780,Single,Salaried,Master's,Rent,4,Car,1,+1-109-166-1698,john.doe@testmail.com,1
29,41199.380156717074,41480.866759381985,14,0.3558547592592114,536,Married,Self-employed,Master's,Mortgage,0,Car,2,+1-854-293-1980,john.doe@testmail.com,0
58,116077.41278034826,32633.659003313125,38,0.08391953582142941,371,Divorced,Self-employed,PhD,Rent,4,Education,1,+1-701-273-9374,john.doe@example.com,0
36,101819.0389929045,43680.43542411256,1,0.3334625935960105,489,Married,Self-employed,PhD,Own,0,Education,4,+1-325-289-9854,john.doe@testmail.com,0
29,53308.43864416323,22657.717468781353,28,0.677540945503534,567,Divorced,Salaried,PhD,Mortgage,3,Business,0,+1-236-200-8435,john.doe@testmail.com,0
26,82969.88060759209,48029.99857920267,9,0.07211109292943518,620,Divorced,Unemployed,PhD,Rent,3,Car,3,+1-242-490-8148,john.doe@testmail.com,0
24,118409.74635720735,10991.525188014362,1,0.20540140847802935,406,Divorced,Salaried,Master's,Rent,2,Home,4,+1-723-292-9457,john.doe@demo.org,1
45,109577.90803183526,9596.728834589214,10,0.3814410414133115,531,Divorced,Self-employed,PhD,Mortgage,0,Car,4,+1-834-845-3946,john.doe@demo.org,0
31,84071.86017979783,34641.14657933496,12,0.9820495370159625,341,Divorced,Unemployed,PhD,Rent,1,Car,4,+1-739-249-1957,john.doe@demo.org,0
48,111335.15704577434,47427.40136359678,9,0.7848618229588802,438,Married,Salaried,Master's,Own,2,Business,0,+1-102-568-3019,john.doe@testmail.com,0
69,119026.6418832023,41399.755773634766,13,0.7334867464921039,572,Single,Self-employed,High School,Own,3,Business,2,+1-467-330-1485,john.doe@testmail.com,0
36,96901.75406042617,8438.758674712315,17,0.11619095652544598,780,Single,Unemployed,PhD,Rent,0,Home,0,+1-853-182-9635,john.doe@testmail.com,0
64,35848.77685346046,17571.547127062237,8,0.7809958936149914,715,Divorced,Self-employed,Master's,Mortgage,4,Education,2,+1-664-628-9104,john.doe@example.com,1
33,66142.22127829387,46864.34981770207,38,0.7852688115160151,805,Single,Salaried,High School,Rent,1,Home,4,+1-336-879-8638,john.doe@example.com,0
22,105404.31617549209,16387.629476035305,27,0.6011026956243283,723,Single,Self-employed,Master's,Mortgage,3,Education,4,+1-972-799-3296,john.doe@testmail.com,0
52,50751.22762245171,40152.669070411364,2,0.9903617819983719,706,Single,Salaried,PhD,Own,2,Education,3,+1-960-486-9760,john.doe@example.com,0
29,104757.82659755621,42130.94881679167,19,0.32525390592455194,689,Divorced,Unemployed,High School,Mortgage,0,Business,2,+1-752-663-7240,john.doe@testmail.com,1
42,40830.488583149636,27295.344655744182,5,0.9412724482418516,641,Married,Salaried,High School,Rent,1,Home,4,+1-620-221-3847,john.doe@testmail.com,1
69,34225.08214330317,22385.700943174197,26,0.9147311149565036,792,Divorced,Salaried,Master's,Rent,0,Education,1,+1-303-654-8912,john.doe@testmail.com,0
38,64568.15503421246,25255.599458889184,1,0.011480659749377842,491,Single,Self-employed,Master's,Own,4,Car,3,+1-912-639-9510,john.doe@demo.org,0
53,33305.87436839523,15213.411246441387,28,0.45011652647481104,798,Single,Self-employed,Master's,Own,2,Business,0,+1-955-395-4389,john.doe@testmail.com,1
40,116154.3236684993,45022.591225797994,37,0.9771042330515733,532,Divorced,Salaried,PhD,Own,0,Education,3,+1-950-570-7099,john.doe@demo.org,1
33,104358.51262145693,25277.884552839107,2,0.10312136240807579,526,Married,Salaried,Bachelor's,Rent,3,Education,1,+1-919-956-4939,john.doe@demo.org,1
56,102069.27184168875,44710.674820524495,15,0.5477846943833194,670,Single,Self-employed,High School,Mortgage,2,Business,2,+1-692-435-1286,john.doe@demo.org,0
62,86680.01306965378,9756.206595782334,29,0.9789575070411041,438,Divorced,Unemployed,PhD,Rent,3,Education,0,+1-819-156-1329,john.doe@testmail.com,0
59,49469.162073289815,49472.38719500591,39,0.5554954241058602,448,Single,Self-employed,Master's,Rent,0,Education,0,+1-972-749-6273,john.doe@demo.org,1
56,76643.43300087529,24947.28893496282,1,0.18981530297215599,414,Married,Salaried,PhD,Rent,2,Business,2,+1-548-421-2694,john.doe@demo.org,0
31,83754.6665187307,7152.386917734746,16,0.5821832300925898,749,Single,Unemployed,PhD,Own,3,Home,3,+1-652-200-7343,john.doe@example.com,1
48,77252.83507742413,6710.983170685471,11,0.20444057394954684,362,Married,Unemployed,High School,Rent,4,Education,4,+1-588-716-7940,john.doe@demo.org,1
22,53421.00311563746,38579.326586682735,34,0.5197042628944842,403,Married,Salaried,High School,Own,4,Education,3,+1-559-402-4013,john.doe@example.com,1
52,76372.31318832532,34656.59903916564,0,0.074042217912348,572,Divorced,Unemployed,PhD,Own,0,Car,1,+1-786-137-3674,john.doe@example.com,0
40,74206.7706781764,41095.87511574144,14,0.6054826692144046,305,Single,Self-employed,Bachelor's,Mortgage,2,Business,4,+1-568-554-6809,john.doe@demo.org,1
46,119670.21982260518,9741.539027876268,25,0.5167899391281582,446,Married,Self-employed,High School,Rent,1,Business,3,+1-992-454-2408,john.doe@demo.org,1
60,110769.25332415834,6600.689016599676,36,0.7401613687614631,483,Married,Unemployed,Bachelor's,Mortgage,2,Education,2,+1-464-161-8726,john.doe@example.com,0
28,71704.2673394058,27886.06802514103,20,0.630700471158785,327,Divorced,Self-employed,Bachelor's,Mortgage,4,Business,1,+1-597-165-4146,john.doe@testmail.com,1
35,86064.36446416068,22441.78541672463,30,0.5496062685307567,849,Divorced,Salaried,Master's,Own,3,Education,1,+1-994-914-1386,john.doe@example.com,0
64,97308.44436830057,25787.61215019301,24,0.6897788492481212,418,Single,Unemployed,PhD,Rent,1,Business,1,+1-752-480-4462,john.doe@example.com,1
29,33137.86442104424,49621.478399162326,22,0.14394191357223085,592,Single,Salaried,High School,Mortgage,0,Home,4,+1-459-273-2869,john.doe@example.com,0
26,110542.92971050559,48683.748095180155,23,0.5953596612586041,670,Married,Self-employed,PhD,Rent,1,Education,0,+1-436-672-9693,john.doe@testmail.com,1
27,107411.41347761314,47404.192535293674,37,0.17211060282277768,543,Divorced,Salaried,PhD,Mortgage,0,Business,4,+1-159-759-6780,john.doe@demo.org,1
61,71168.88879963366,40272.920454545325,27,0.9255222078518809,517,Single,Unemployed,PhD,Mortgage,1,Business,3,+1-480-825-7074,john.doe@demo.org,1
34,65205.27894723418,20967.86121156007,20,0.0683341048456042,476,Divorced,Salaried,High School,Own,0,Home,0,+1-965-494-8630,john.doe@example.com,1
55,54566.343737068346,23545.891861824723,17,0.43037474969079326,598,Married,Unemployed,PhD,Mortgage,0,Home,3,+1-987-708-3306,john.doe@testmail.com,1
24,72900.91454973316,29732.7219673516,35,0.6957974776554449,357,Divorced,Self-employed,Master's,Own,1,Car,0,+1-777-557-5851,john.doe@testmail.com,0
63,33993.89971799131,42374.050538217794,34,0.45802221166825874,568,Divorced,Self-employed,Master's,Own,1,Home,4,+1-263-428-2964,john.doe@demo.org,0
30,106697.4180012307,8092.07746332205,8,0.09209525323290235,607,Single,Self-employed,High School,Own,0,Home,1,+1-276-729-2405,john.doe@demo.org,1
57,33188.013157669055,24093.359864819966,37,0.5533790161267074,587,Married,Salaried,Master's,Own,4,Business,2,+1-563-698-5795,john.doe@demo.org,1
59,59614.62288328839,8717.79485566709,29,0.6416319088273545,404,Single,Unemployed,Bachelor's,Rent,1,Car,1,+1-998-898-8039,john.doe@example.com,1
26,113843.05394870909,28159.59139580802,33,0.7037923109905077,527,Married,Unemployed,PhD,Own,2,Home,4,+1-180-984-1937,john.doe@testmail.com,0
67,96169.13890711074,45450.53708028059,31,0.3732598144627589,546,Married,Salaried,Master's,Own,3,Business,0,+1-827-711-4663,john.doe@example.com,0
44,55325.18645197741,40211.821605377205,2,0.5636599710287622,793,Married,Self-employed,High School,Rent,0,Business,1,+1-844-415-2019,john.doe@demo.org,1
19,52738.41845647966,15252.908789439949,2,0.4506864749389131,382,Married,Self-employed,Bachelor's,Rent,0,Car,4,+1-855-992-9458,john.doe@testmail.com,0
22,30457.392583622335,48919.58823194566,27,0.6720560387522534,485,Married,Self-employed,Bachelor's,Rent,3,Car,3,+1-581-864-1035,john.doe@testmail.com,1
